,owner,repo,a,c,d,date
1615,inconshreveable,ngrok,0,0,0,2014-12-14 00:00:00
1616,jquery,jquery-ui,0,0,0,2014-12-14 00:00:00
1617,jschr,bootstrap-modal,0,0,0,2014-12-14 00:00:00
1618,lebinh,ngxtop,0,0,0,2014-12-14 00:00:00
1619,madebymany,sir-trevor-js,10136,12,26507,2014-12-14 00:00:00
1620,rendrjs,rendr,0,0,0,2014-12-14 00:00:00
1621,IanLunn,Hover,0,0,0,2014-12-21 00:00:00
1622,JakeWharton,ViewPagerIndicator,0,0,0,2014-12-21 00:00:00
1623,carrierwaveuploader,carrierwave,0,0,0,2014-12-21 00:00:00
1624,eczarny,spectacle,0,0,0,2014-12-21 00:00:00
1625,inconshreveable,ngrok,40,2,8,2014-12-21 00:00:00
1626,jquery,jquery-ui,65,2,65,2014-12-21 00:00:00
1627,jschr,bootstrap-modal,0,0,0,2014-12-21 00:00:00
1628,lebinh,ngxtop,0,0,0,2014-12-21 00:00:00
1629,madebymany,sir-trevor-js,0,0,0,2014-12-21 00:00:00
1630,rendrjs,rendr,0,0,0,2014-12-21 00:00:00
1631,IanLunn,Hover,6823,2,1907,2014-12-28 00:00:00
1632,JakeWharton,ViewPagerIndicator,0,0,0,2014-12-28 00:00:00
1633,carrierwaveuploader,carrierwave,0,0,0,2014-12-28 00:00:00
1634,eczarny,spectacle,0,0,0,2014-12-28 00:00:00
1635,inconshreveable,ngrok,0,0,0,2014-12-28 00:00:00
1636,jquery,jquery-ui,175,2,48,2014-12-28 00:00:00
1637,jschr,bootstrap-modal,0,0,0,2014-12-28 00:00:00
1638,lebinh,ngxtop,0,0,0,2014-12-28 00:00:00
1639,madebymany,sir-trevor-js,0,0,0,2014-12-28 00:00:00
1640,rendrjs,rendr,1,1,1,2014-12-28 00:00:00
1641,IanLunn,Hover,5183,15,814,2015-01-04 00:00:00
1642,JakeWharton,ViewPagerIndicator,0,0,0,2015-01-04 00:00:00
1643,carrierwaveuploader,carrierwave,0,0,0,2015-01-04 00:00:00
1644,eczarny,spectacle,4,1,8,2015-01-04 00:00:00
1645,inconshreveable,ngrok,0,0,0,2015-01-04 00:00:00
1646,jquery,jquery-ui,444,8,690,2015-01-04 00:00:00
1647,jschr,bootstrap-modal,0,0,0,2015-01-04 00:00:00
1648,lebinh,ngxtop,0,0,0,2015-01-04 00:00:00
1649,madebymany,sir-trevor-js,105,7,80,2015-01-04 00:00:00
1650,rendrjs,rendr,62,4,24,2015-01-04 00:00:00
1651,IanLunn,Hover,968,6,480,2015-01-11 00:00:00
1652,JakeWharton,ViewPagerIndicator,0,0,0,2015-01-11 00:00:00
1653,carrierwaveuploader,carrierwave,14,1,0,2015-01-11 00:00:00
1654,eczarny,spectacle,0,0,0,2015-01-11 00:00:00
1655,inconshreveable,ngrok,0,0,0,2015-01-11 00:00:00
1656,jquery,jquery-ui,53,5,45065,2015-01-11 00:00:00
1657,jschr,bootstrap-modal,0,0,0,2015-01-11 00:00:00
1658,lebinh,ngxtop,0,0,0,2015-01-11 00:00:00
1659,madebymany,sir-trevor-js,0,0,0,2015-01-11 00:00:00
1660,rendrjs,rendr,65,4,6,2015-01-11 00:00:00
1661,IanLunn,Hover,0,0,0,2015-01-18 00:00:00
1662,JakeWharton,ViewPagerIndicator,0,0,0,2015-01-18 00:00:00
1663,carrierwaveuploader,carrierwave,0,0,0,2015-01-18 00:00:00
1664,eczarny,spectacle,146,2,68,2015-01-18 00:00:00
1665,inconshreveable,ngrok,0,0,0,2015-01-18 00:00:00
1666,jquery,jquery-ui,21,2,43,2015-01-18 00:00:00
1667,jschr,bootstrap-modal,0,0,0,2015-01-18 00:00:00
1668,lebinh,ngxtop,0,0,0,2015-01-18 00:00:00
1669,madebymany,sir-trevor-js,0,0,0,2015-01-18 00:00:00
1670,rendrjs,rendr,0,0,0,2015-01-18 00:00:00
1671,IanLunn,Hover,338,3,266,2015-01-25 00:00:00
1672,JakeWharton,ViewPagerIndicator,0,0,0,2015-01-25 00:00:00
1673,carrierwaveuploader,carrierwave,2,1,2,2015-01-25 00:00:00
1674,eczarny,spectacle,13,1,13,2015-01-25 00:00:00
1675,inconshreveable,ngrok,0,0,0,2015-01-25 00:00:00
1676,jquery,jquery-ui,2137,19,1450,2015-01-25 00:00:00
1677,jschr,bootstrap-modal,0,0,0,2015-01-25 00:00:00
1678,lebinh,ngxtop,4,1,0,2015-01-25 00:00:00
1679,madebymany,sir-trevor-js,12,1,1,2015-01-25 00:00:00
1680,rendrjs,rendr,0,0,0,2015-01-25 00:00:00
1681,IanLunn,Hover,79,1,5,2015-02-01 00:00:00
1682,JakeWharton,ViewPagerIndicator,0,0,0,2015-02-01 00:00:00
1683,carrierwaveuploader,carrierwave,0,0,0,2015-02-01 00:00:00
1684,eczarny,spectacle,0,0,0,2015-02-01 00:00:00
1685,inconshreveable,ngrok,0,0,0,2015-02-01 00:00:00
1686,jquery,jquery-ui,182,5,99,2015-02-01 00:00:00
1687,jschr,bootstrap-modal,0,0,0,2015-02-01 00:00:00
1688,lebinh,ngxtop,0,0,0,2015-02-01 00:00:00
1689,madebymany,sir-trevor-js,0,0,0,2015-02-01 00:00:00
1690,rendrjs,rendr,0,0,0,2015-02-01 00:00:00
1691,IanLunn,Hover,15,2,1,2015-02-08 00:00:00
1692,JakeWharton,ViewPagerIndicator,0,0,0,2015-02-08 00:00:00
1693,carrierwaveuploader,carrierwave,134,3,1,2015-02-08 00:00:00
1694,eczarny,spectacle,6,1,623,2015-02-08 00:00:00
1695,inconshreveable,ngrok,0,0,0,2015-02-08 00:00:00
1696,jquery,jquery-ui,1,2,97,2015-02-08 00:00:00
1697,jschr,bootstrap-modal,0,0,0,2015-02-08 00:00:00
1698,lebinh,ngxtop,0,0,0,2015-02-08 00:00:00
1699,madebymany,sir-trevor-js,0,0,0,2015-02-08 00:00:00
1700,rendrjs,rendr,23,2,0,2015-02-08 00:00:00
1701,IanLunn,Hover,2,1,0,2015-02-15 00:00:00
1702,JakeWharton,ViewPagerIndicator,0,0,0,2015-02-15 00:00:00
1703,carrierwaveuploader,carrierwave,9,3,3,2015-02-15 00:00:00
1704,eczarny,spectacle,0,0,0,2015-02-15 00:00:00
1705,inconshreveable,ngrok,0,0,0,2015-02-15 00:00:00
1706,jquery,jquery-ui,98,4,86,2015-02-15 00:00:00
1707,jschr,bootstrap-modal,0,0,0,2015-02-15 00:00:00
1708,lebinh,ngxtop,0,0,0,2015-02-15 00:00:00
1709,madebymany,sir-trevor-js,0,0,0,2015-02-15 00:00:00
1710,rendrjs,rendr,0,0,0,2015-02-15 00:00:00
1711,IanLunn,Hover,18,2,3,2015-02-22 00:00:00
1712,JakeWharton,ViewPagerIndicator,0,0,0,2015-02-22 00:00:00
1713,carrierwaveuploader,carrierwave,37,9,21,2015-02-22 00:00:00
1714,eczarny,spectacle,0,0,0,2015-02-22 00:00:00
1715,inconshreveable,ngrok,0,0,0,2015-02-22 00:00:00
1716,jquery,jquery-ui,74306,9,5765,2015-02-22 00:00:00
1717,jschr,bootstrap-modal,0,0,0,2015-02-22 00:00:00
1718,lebinh,ngxtop,0,0,0,2015-02-22 00:00:00
1719,madebymany,sir-trevor-js,21,2,3,2015-02-22 00:00:00
1720,rendrjs,rendr,14,2,2,2015-02-22 00:00:00
1721,IanLunn,Hover,0,0,0,2015-03-01 00:00:00
1722,JakeWharton,ViewPagerIndicator,0,0,0,2015-03-01 00:00:00
1723,carrierwaveuploader,carrierwave,123,12,94,2015-03-01 00:00:00
1724,eczarny,spectacle,7,2,3,2015-03-01 00:00:00
1725,inconshreveable,ngrok,0,0,0,2015-03-01 00:00:00
1726,jquery,jquery-ui,87,6,60,2015-03-01 00:00:00
1727,jschr,bootstrap-modal,20,2,8,2015-03-01 00:00:00
1728,lebinh,ngxtop,0,0,0,2015-03-01 00:00:00
1729,madebymany,sir-trevor-js,213,16,107,2015-03-01 00:00:00
1730,rendrjs,rendr,135,7,27,2015-03-01 00:00:00
1731,IanLunn,Hover,0,0,0,2015-03-08 00:00:00
1732,JakeWharton,ViewPagerIndicator,0,0,0,2015-03-08 00:00:00
1733,carrierwaveuploader,carrierwave,391,8,4,2015-03-08 00:00:00
1734,eczarny,spectacle,0,0,0,2015-03-08 00:00:00
1735,inconshreveable,ngrok,0,0,0,2015-03-08 00:00:00
1736,jquery,jquery-ui,764,20,697,2015-03-08 00:00:00
1737,jschr,bootstrap-modal,0,0,0,2015-03-08 00:00:00
1738,lebinh,ngxtop,0,0,0,2015-03-08 00:00:00
1739,madebymany,sir-trevor-js,61520,9,19198,2015-03-08 00:00:00
1740,rendrjs,rendr,38,1,17,2015-03-08 00:00:00
1741,IanLunn,Hover,0,0,0,2015-03-15 00:00:00
1742,JakeWharton,ViewPagerIndicator,0,0,0,2015-03-15 00:00:00
1743,carrierwaveuploader,carrierwave,33,1,0,2015-03-15 00:00:00
1744,eczarny,spectacle,0,0,0,2015-03-15 00:00:00
1745,inconshreveable,ngrok,7,1,0,2015-03-15 00:00:00
1746,jquery,jquery-ui,316,10,253,2015-03-15 00:00:00
1747,jschr,bootstrap-modal,1,1,1,2015-03-15 00:00:00
1748,lebinh,ngxtop,0,0,0,2015-03-15 00:00:00
1749,madebymany,sir-trevor-js,74,4,70,2015-03-15 00:00:00
1750,rendrjs,rendr,0,0,0,2015-03-15 00:00:00
1751,IanLunn,Hover,0,0,0,2015-03-22 00:00:00
1752,JakeWharton,ViewPagerIndicator,0,0,0,2015-03-22 00:00:00
1753,carrierwaveuploader,carrierwave,0,0,0,2015-03-22 00:00:00
1754,eczarny,spectacle,0,0,0,2015-03-22 00:00:00
1755,inconshreveable,ngrok,0,0,0,2015-03-22 00:00:00
1756,jquery,jquery-ui,59,10,33,2015-03-22 00:00:00
1757,jschr,bootstrap-modal,0,0,0,2015-03-22 00:00:00
1758,lebinh,ngxtop,0,0,0,2015-03-22 00:00:00
1759,madebymany,sir-trevor-js,2,1,1,2015-03-22 00:00:00
1760,rendrjs,rendr,60,5,6,2015-03-22 00:00:00
1761,IanLunn,Hover,0,0,0,2015-03-29 00:00:00
1762,JakeWharton,ViewPagerIndicator,0,0,0,2015-03-29 00:00:00
1763,carrierwaveuploader,carrierwave,0,0,0,2015-03-29 00:00:00
1764,eczarny,spectacle,0,0,0,2015-03-29 00:00:00
1765,inconshreveable,ngrok,3,1,0,2015-03-29 00:00:00
1766,jquery,jquery-ui,3918,5,367,2015-03-29 00:00:00
1767,jschr,bootstrap-modal,0,0,0,2015-03-29 00:00:00
1768,lebinh,ngxtop,0,0,0,2015-03-29 00:00:00
1769,madebymany,sir-trevor-js,0,0,0,2015-03-29 00:00:00
1770,rendrjs,rendr,0,0,0,2015-03-29 00:00:00
1771,IanLunn,Hover,0,0,0,2015-04-05 00:00:00
1772,JakeWharton,ViewPagerIndicator,0,0,0,2015-04-05 00:00:00
1773,carrierwaveuploader,carrierwave,20,2,28,2015-04-05 00:00:00
1774,eczarny,spectacle,126,6,135,2015-04-05 00:00:00
1775,inconshreveable,ngrok,0,0,0,2015-04-05 00:00:00
1776,jquery,jquery-ui,23970,33,24155,2015-04-05 00:00:00
1777,jschr,bootstrap-modal,0,0,0,2015-04-05 00:00:00
1778,lebinh,ngxtop,0,0,0,2015-04-05 00:00:00
1779,madebymany,sir-trevor-js,1,1,1,2015-04-05 00:00:00
1780,rendrjs,rendr,0,0,0,2015-04-05 00:00:00
1781,IanLunn,Hover,0,0,0,2015-04-12 00:00:00
1782,JakeWharton,ViewPagerIndicator,0,0,0,2015-04-12 00:00:00
1783,carrierwaveuploader,carrierwave,17,2,12,2015-04-12 00:00:00
1784,eczarny,spectacle,961,15,257,2015-04-12 00:00:00
1785,inconshreveable,ngrok,0,0,0,2015-04-12 00:00:00
1786,jquery,jquery-ui,109,5,49,2015-04-12 00:00:00
1787,jschr,bootstrap-modal,0,0,0,2015-04-12 00:00:00
1788,lebinh,ngxtop,0,0,0,2015-04-12 00:00:00
1789,madebymany,sir-trevor-js,34691,1,13627,2015-04-12 00:00:00
1790,rendrjs,rendr,108,5,13,2015-04-12 00:00:00
1791,IanLunn,Hover,0,0,0,2015-04-19 00:00:00
1792,JakeWharton,ViewPagerIndicator,0,0,0,2015-04-19 00:00:00
1793,carrierwaveuploader,carrierwave,1371,7,1370,2015-04-19 00:00:00
1794,eczarny,spectacle,791,8,73,2015-04-19 00:00:00
1795,inconshreveable,ngrok,0,0,0,2015-04-19 00:00:00
1796,jquery,jquery-ui,260,6,163,2015-04-19 00:00:00
1797,jschr,bootstrap-modal,0,0,0,2015-04-19 00:00:00
1798,lebinh,ngxtop,0,0,0,2015-04-19 00:00:00
1799,madebymany,sir-trevor-js,0,0,0,2015-04-19 00:00:00
1800,rendrjs,rendr,173,5,48,2015-04-19 00:00:00
1801,IanLunn,Hover,0,0,0,2015-04-26 00:00:00
1802,JakeWharton,ViewPagerIndicator,0,0,0,2015-04-26 00:00:00
1803,carrierwaveuploader,carrierwave,41,2,9,2015-04-26 00:00:00
1804,eczarny,spectacle,0,0,0,2015-04-26 00:00:00
1805,inconshreveable,ngrok,0,0,0,2015-04-26 00:00:00
1806,jquery,jquery-ui,346,4,27,2015-04-26 00:00:00
1807,jschr,bootstrap-modal,3,3,22,2015-04-26 00:00:00
1808,lebinh,ngxtop,0,0,0,2015-04-26 00:00:00
1809,madebymany,sir-trevor-js,0,0,0,2015-04-26 00:00:00
1810,rendrjs,rendr,17,3,8,2015-04-26 00:00:00
1811,IanLunn,Hover,0,0,0,2015-05-03 00:00:00
1812,JakeWharton,ViewPagerIndicator,0,0,0,2015-05-03 00:00:00
1813,carrierwaveuploader,carrierwave,0,0,0,2015-05-03 00:00:00
1814,eczarny,spectacle,1,1,1,2015-05-03 00:00:00
1815,inconshreveable,ngrok,0,0,0,2015-05-03 00:00:00
1816,jquery,jquery-ui,30,1,5,2015-05-03 00:00:00
1817,jschr,bootstrap-modal,25,3,3,2015-05-03 00:00:00
1818,lebinh,ngxtop,0,0,0,2015-05-03 00:00:00
1819,madebymany,sir-trevor-js,0,0,0,2015-05-03 00:00:00
1820,rendrjs,rendr,226,7,16,2015-05-03 00:00:00
1821,IanLunn,Hover,0,0,0,2015-05-10 00:00:00
1822,JakeWharton,ViewPagerIndicator,0,0,0,2015-05-10 00:00:00
1823,carrierwaveuploader,carrierwave,0,0,0,2015-05-10 00:00:00
1824,eczarny,spectacle,0,0,0,2015-05-10 00:00:00
1825,inconshreveable,ngrok,0,0,0,2015-05-10 00:00:00
1826,jquery,jquery-ui,21397,31,665,2015-05-10 00:00:00
1827,jschr,bootstrap-modal,0,0,0,2015-05-10 00:00:00
1828,lebinh,ngxtop,0,0,0,2015-05-10 00:00:00
1829,madebymany,sir-trevor-js,0,0,0,2015-05-10 00:00:00
1830,rendrjs,rendr,0,0,0,2015-05-10 00:00:00
1831,IanLunn,Hover,0,0,0,2015-05-17 00:00:00
1832,JakeWharton,ViewPagerIndicator,0,0,0,2015-05-17 00:00:00
1833,carrierwaveuploader,carrierwave,0,0,0,2015-05-17 00:00:00
1834,eczarny,spectacle,0,0,0,2015-05-17 00:00:00
1835,inconshreveable,ngrok,0,0,0,2015-05-17 00:00:00
1836,jquery,jquery-ui,2,2,148,2015-05-17 00:00:00
1837,jschr,bootstrap-modal,0,0,0,2015-05-17 00:00:00
1838,lebinh,ngxtop,0,0,0,2015-05-17 00:00:00
1839,madebymany,sir-trevor-js,0,0,0,2015-05-17 00:00:00
1840,rendrjs,rendr,36,1,0,2015-05-17 00:00:00
1841,IanLunn,Hover,0,0,0,2015-05-24 00:00:00
1842,JakeWharton,ViewPagerIndicator,0,0,0,2015-05-24 00:00:00
1843,carrierwaveuploader,carrierwave,15,2,2,2015-05-24 00:00:00
1844,eczarny,spectacle,0,0,0,2015-05-24 00:00:00
1845,inconshreveable,ngrok,0,0,0,2015-05-24 00:00:00
1846,jquery,jquery-ui,0,0,0,2015-05-24 00:00:00
1847,jschr,bootstrap-modal,0,0,0,2015-05-24 00:00:00
1848,lebinh,ngxtop,0,0,0,2015-05-24 00:00:00
1849,madebymany,sir-trevor-js,0,0,0,2015-05-24 00:00:00
1850,rendrjs,rendr,49,2,3,2015-05-24 00:00:00
1851,IanLunn,Hover,0,0,0,2015-05-31 00:00:00
1852,JakeWharton,ViewPagerIndicator,0,0,0,2015-05-31 00:00:00
1853,carrierwaveuploader,carrierwave,0,0,0,2015-05-31 00:00:00
1854,eczarny,spectacle,0,0,0,2015-05-31 00:00:00
1855,inconshreveable,ngrok,0,0,0,2015-05-31 00:00:00
1856,jquery,jquery-ui,0,0,0,2015-05-31 00:00:00
1857,jschr,bootstrap-modal,0,0,0,2015-05-31 00:00:00
1858,lebinh,ngxtop,0,0,0,2015-05-31 00:00:00
1859,madebymany,sir-trevor-js,1,1,1,2015-05-31 00:00:00
1860,rendrjs,rendr,0,0,0,2015-05-31 00:00:00
1861,IanLunn,Hover,0,0,0,2015-06-07 00:00:00
1862,JakeWharton,ViewPagerIndicator,0,0,0,2015-06-07 00:00:00
1863,carrierwaveuploader,carrierwave,129,5,59,2015-06-07 00:00:00
1864,eczarny,spectacle,0,0,0,2015-06-07 00:00:00
1865,inconshreveable,ngrok,0,0,0,2015-06-07 00:00:00
1866,jquery,jquery-ui,0,0,0,2015-06-07 00:00:00
1867,jschr,bootstrap-modal,0,0,0,2015-06-07 00:00:00
1868,lebinh,ngxtop,0,0,0,2015-06-07 00:00:00
1869,madebymany,sir-trevor-js,4,4,5,2015-06-07 00:00:00
1870,rendrjs,rendr,0,0,0,2015-06-07 00:00:00
1871,IanLunn,Hover,0,0,0,2015-06-14 00:00:00
1872,JakeWharton,ViewPagerIndicator,0,0,0,2015-06-14 00:00:00
1873,carrierwaveuploader,carrierwave,0,0,0,2015-06-14 00:00:00
1874,eczarny,spectacle,0,0,0,2015-06-14 00:00:00
1875,inconshreveable,ngrok,0,0,0,2015-06-14 00:00:00
1876,jquery,jquery-ui,3,1,2,2015-06-14 00:00:00
1877,jschr,bootstrap-modal,0,0,0,2015-06-14 00:00:00
1878,lebinh,ngxtop,0,0,0,2015-06-14 00:00:00
1879,madebymany,sir-trevor-js,91,3,59,2015-06-14 00:00:00
1880,rendrjs,rendr,27,3,3,2015-06-14 00:00:00
1881,IanLunn,Hover,0,0,0,2015-06-21 00:00:00
1882,JakeWharton,ViewPagerIndicator,0,0,0,2015-06-21 00:00:00
1883,carrierwaveuploader,carrierwave,0,0,0,2015-06-21 00:00:00
1884,eczarny,spectacle,0,0,0,2015-06-21 00:00:00
1885,inconshreveable,ngrok,1,1,1,2015-06-21 00:00:00
1886,jquery,jquery-ui,0,0,0,2015-06-21 00:00:00
1887,jschr,bootstrap-modal,18,1,0,2015-06-21 00:00:00
1888,lebinh,ngxtop,0,0,0,2015-06-21 00:00:00
1889,madebymany,sir-trevor-js,0,0,0,2015-06-21 00:00:00
1890,rendrjs,rendr,50,1,0,2015-06-21 00:00:00
1891,IanLunn,Hover,0,0,0,2015-06-28 00:00:00
1892,JakeWharton,ViewPagerIndicator,0,0,0,2015-06-28 00:00:00
1893,carrierwaveuploader,carrierwave,33,2,32,2015-06-28 00:00:00
1894,eczarny,spectacle,0,0,0,2015-06-28 00:00:00
1895,inconshreveable,ngrok,0,0,0,2015-06-28 00:00:00
1896,jquery,jquery-ui,317,20,1037,2015-06-28 00:00:00
1897,jschr,bootstrap-modal,0,0,0,2015-06-28 00:00:00
1898,lebinh,ngxtop,0,0,0,2015-06-28 00:00:00
1899,madebymany,sir-trevor-js,158,4,13206,2015-06-28 00:00:00
1900,rendrjs,rendr,0,0,0,2015-06-28 00:00:00
1901,IanLunn,Hover,0,0,0,2015-07-05 00:00:00
1902,JakeWharton,ViewPagerIndicator,0,0,0,2015-07-05 00:00:00
1903,carrierwaveuploader,carrierwave,0,0,0,2015-07-05 00:00:00
1904,eczarny,spectacle,0,0,0,2015-07-05 00:00:00
1905,inconshreveable,ngrok,0,0,0,2015-07-05 00:00:00
1906,jquery,jquery-ui,49,1,3,2015-07-05 00:00:00
1907,jschr,bootstrap-modal,0,0,0,2015-07-05 00:00:00
1908,lebinh,ngxtop,0,0,0,2015-07-05 00:00:00
1909,madebymany,sir-trevor-js,203,4,32,2015-07-05 00:00:00
1910,rendrjs,rendr,0,0,0,2015-07-05 00:00:00
1911,IanLunn,Hover,0,0,0,2015-07-12 00:00:00
1912,JakeWharton,ViewPagerIndicator,0,0,0,2015-07-12 00:00:00
1913,carrierwaveuploader,carrierwave,0,0,0,2015-07-12 00:00:00
1914,eczarny,spectacle,0,0,0,2015-07-12 00:00:00
1915,inconshreveable,ngrok,0,0,0,2015-07-12 00:00:00
1916,jquery,jquery-ui,15659,37,15240,2015-07-12 00:00:00
1917,jschr,bootstrap-modal,0,0,0,2015-07-12 00:00:00
1918,lebinh,ngxtop,0,0,0,2015-07-12 00:00:00
1919,madebymany,sir-trevor-js,8,5,6,2015-07-12 00:00:00
1920,rendrjs,rendr,0,0,0,2015-07-12 00:00:00
1921,IanLunn,Hover,0,0,0,2015-07-19 00:00:00
1922,JakeWharton,ViewPagerIndicator,0,0,0,2015-07-19 00:00:00
1923,carrierwaveuploader,carrierwave,2,1,2,2015-07-19 00:00:00
1924,eczarny,spectacle,0,0,0,2015-07-19 00:00:00
1925,inconshreveable,ngrok,0,0,0,2015-07-19 00:00:00
1926,jquery,jquery-ui,20,5,9,2015-07-19 00:00:00
1927,jschr,bootstrap-modal,0,0,0,2015-07-19 00:00:00
1928,lebinh,ngxtop,0,0,0,2015-07-19 00:00:00
1929,madebymany,sir-trevor-js,0,0,0,2015-07-19 00:00:00
1930,rendrjs,rendr,0,0,0,2015-07-19 00:00:00
1931,IanLunn,Hover,0,0,0,2015-07-26 00:00:00
1932,JakeWharton,ViewPagerIndicator,0,0,0,2015-07-26 00:00:00
1933,carrierwaveuploader,carrierwave,0,0,0,2015-07-26 00:00:00
1934,eczarny,spectacle,0,0,0,2015-07-26 00:00:00
1935,inconshreveable,ngrok,0,0,0,2015-07-26 00:00:00
1936,jquery,jquery-ui,25,1,13,2015-07-26 00:00:00
1937,jschr,bootstrap-modal,0,0,0,2015-07-26 00:00:00
1938,lebinh,ngxtop,0,0,0,2015-07-26 00:00:00
1939,madebymany,sir-trevor-js,303,2,5,2015-07-26 00:00:00
1940,rendrjs,rendr,4,2,1,2015-07-26 00:00:00
1941,IanLunn,Hover,0,0,0,2015-08-02 00:00:00
1942,JakeWharton,ViewPagerIndicator,0,0,0,2015-08-02 00:00:00
1943,carrierwaveuploader,carrierwave,0,0,0,2015-08-02 00:00:00
1944,eczarny,spectacle,0,0,0,2015-08-02 00:00:00
1945,inconshreveable,ngrok,0,0,0,2015-08-02 00:00:00
1946,jquery,jquery-ui,0,2,43,2015-08-02 00:00:00
1947,jschr,bootstrap-modal,0,0,0,2015-08-02 00:00:00
1948,lebinh,ngxtop,0,0,0,2015-08-02 00:00:00
1949,madebymany,sir-trevor-js,2918,6,27596,2015-08-02 00:00:00
1950,rendrjs,rendr,0,0,0,2015-08-02 00:00:00
1951,IanLunn,Hover,0,0,0,2015-08-09 00:00:00
1952,JakeWharton,ViewPagerIndicator,0,0,0,2015-08-09 00:00:00
1953,carrierwaveuploader,carrierwave,0,0,0,2015-08-09 00:00:00
1954,eczarny,spectacle,4127,14,3685,2015-08-09 00:00:00
1955,inconshreveable,ngrok,3,1,2,2015-08-09 00:00:00
1956,jquery,jquery-ui,654,13,648,2015-08-09 00:00:00
1957,jschr,bootstrap-modal,0,0,0,2015-08-09 00:00:00
1958,lebinh,ngxtop,0,0,0,2015-08-09 00:00:00
1959,madebymany,sir-trevor-js,54049,17,49592,2015-08-09 00:00:00
1960,rendrjs,rendr,0,0,0,2015-08-09 00:00:00
1961,IanLunn,Hover,0,0,0,2015-08-16 00:00:00
1962,JakeWharton,ViewPagerIndicator,0,0,0,2015-08-16 00:00:00
1963,carrierwaveuploader,carrierwave,5,3,4,2015-08-16 00:00:00
1964,eczarny,spectacle,15921,23,16207,2015-08-16 00:00:00
1965,inconshreveable,ngrok,0,0,0,2015-08-16 00:00:00
1966,jquery,jquery-ui,1390,31,1329,2015-08-16 00:00:00
1967,jschr,bootstrap-modal,0,0,0,2015-08-16 00:00:00
1968,lebinh,ngxtop,0,0,0,2015-08-16 00:00:00
1969,madebymany,sir-trevor-js,3040,16,60038,2015-08-16 00:00:00
1970,rendrjs,rendr,0,0,0,2015-08-16 00:00:00
1971,IanLunn,Hover,0,0,0,2015-08-23 00:00:00
1972,JakeWharton,ViewPagerIndicator,0,0,0,2015-08-23 00:00:00
1973,carrierwaveuploader,carrierwave,0,0,0,2015-08-23 00:00:00
1974,eczarny,spectacle,1178,15,854,2015-08-23 00:00:00
1975,inconshreveable,ngrok,15,3,3,2015-08-23 00:00:00
1976,jquery,jquery-ui,8047,27,7802,2015-08-23 00:00:00
1977,jschr,bootstrap-modal,0,0,0,2015-08-23 00:00:00
1978,lebinh,ngxtop,0,0,0,2015-08-23 00:00:00
1979,madebymany,sir-trevor-js,179,5,133,2015-08-23 00:00:00
1980,rendrjs,rendr,0,0,0,2015-08-23 00:00:00
1981,IanLunn,Hover,0,0,0,2015-08-30 00:00:00
1982,JakeWharton,ViewPagerIndicator,0,0,0,2015-08-30 00:00:00
1983,carrierwaveuploader,carrierwave,9,5,2,2015-08-30 00:00:00
1984,eczarny,spectacle,5,1,5,2015-08-30 00:00:00
1985,inconshreveable,ngrok,0,0,0,2015-08-30 00:00:00
1986,jquery,jquery-ui,5,1,0,2015-08-30 00:00:00
1987,jschr,bootstrap-modal,0,0,0,2015-08-30 00:00:00
1988,lebinh,ngxtop,0,0,0,2015-08-30 00:00:00
1989,madebymany,sir-trevor-js,41529,7,20777,2015-08-30 00:00:00
1990,rendrjs,rendr,0,0,0,2015-08-30 00:00:00
1991,IanLunn,Hover,0,0,0,2015-09-06 00:00:00
1992,JakeWharton,ViewPagerIndicator,0,0,0,2015-09-06 00:00:00
1993,carrierwaveuploader,carrierwave,0,0,0,2015-09-06 00:00:00
1994,eczarny,spectacle,20,5,70,2015-09-06 00:00:00
1995,inconshreveable,ngrok,0,0,0,2015-09-06 00:00:00
1996,jquery,jquery-ui,101,7,101,2015-09-06 00:00:00
1997,jschr,bootstrap-modal,0,0,0,2015-09-06 00:00:00
1998,lebinh,ngxtop,0,0,0,2015-09-06 00:00:00
1999,madebymany,sir-trevor-js,0,0,0,2015-09-06 00:00:00
2000,rendrjs,rendr,0,0,0,2015-09-06 00:00:00
2001,IanLunn,Hover,338,2,221,2015-09-13 00:00:00
2002,JakeWharton,ViewPagerIndicator,0,0,0,2015-09-13 00:00:00
2003,carrierwaveuploader,carrierwave,0,0,0,2015-09-13 00:00:00
2004,eczarny,spectacle,26,1,30,2015-09-13 00:00:00
2005,inconshreveable,ngrok,0,0,0,2015-09-13 00:00:00
2006,jquery,jquery-ui,268,16,290,2015-09-13 00:00:00
2007,jschr,bootstrap-modal,0,0,0,2015-09-13 00:00:00
2008,lebinh,ngxtop,0,0,0,2015-09-13 00:00:00
2009,madebymany,sir-trevor-js,1,1,15,2015-09-13 00:00:00
2010,rendrjs,rendr,1,1,1,2015-09-13 00:00:00
2011,IanLunn,Hover,0,0,0,2015-09-20 00:00:00
2012,JakeWharton,ViewPagerIndicator,0,0,0,2015-09-20 00:00:00
2013,carrierwaveuploader,carrierwave,0,0,0,2015-09-20 00:00:00
2014,eczarny,spectacle,1937,12,1469,2015-09-20 00:00:00
2015,inconshreveable,ngrok,0,0,0,2015-09-20 00:00:00
2016,jquery,jquery-ui,111,14,96,2015-09-20 00:00:00
2017,jschr,bootstrap-modal,0,0,0,2015-09-20 00:00:00
2018,lebinh,ngxtop,0,0,0,2015-09-20 00:00:00
